title,area,detailplace,square,position,roomtype,price
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,48.0,南,1室1厅1卫,1593
整租·亚运城运动员村四区 3室2厅 南,番禺,亚运城,138.0,南,3室2厅2卫,4100
整租·花语阳光花园 3室2厅 东南,南沙,明珠湾,120.0,东,3室2厅2卫,2400
整租·保利香雪山别墅 6室3厅 复式 南/北,黄埔,科学城,280.0,南,6室3厅6卫,23000
整租·仓边路 1室1厅 东,越秀,农讲所,60.0,东,1室1厅1卫,3500
整租·东兴楼 2室1厅 南,天河,东圃,50.0,南,2室1厅1卫,1600
整租·天健天玺 6室3厅 南,黄埔,长岭居,350.0,南,6室3厅3卫,12000
整租·建设二马路 2室1厅 南/北,越秀,建设路,78.7,南,2室1厅1卫,2800
整租·嘉裕公馆 3室2厅 西,天河,珠江新城中,152.85,西,3室2厅1卫,18000
整租·东风东路 3室1厅 东南,越秀,环市东,70.0,东,3室1厅1卫,4500
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,105.77,南,3室2厅2卫,1600
整租·光大花园榕景四季 1室0厅 北,海珠,工业大道北,12.0,北,1室0厅0卫,1500
整租·恒大山水城 3室2厅 东,增城,中新镇,120.0,东,3室2厅2卫,1700
整租·紫茗花园 3室2厅 东,南沙,进港大道,107.0,东,3室2厅1卫,1450
整租·星河山海湾 4室2厅 南/北,南沙,南沙港,112.0,南,4室2厅2卫,3200
整租·逸翠庄园 5室2厅 复式 北,增城,荔城西区,279.0,北,5室2厅4卫,4000
整租·岳洲路 2室1厅 东,天河,五山,65.0,东,2室1厅1卫,2000
整租·敏捷御峰国际 2室2厅 南,番禺,会江,58.8,南,2室2厅2卫,3690
整租·佳兆业悦江府 3室2厅 东南,南沙,明珠湾,100.0,东,3室2厅2卫,2300
整租·雅居乐花园时光九篇 4室2厅 东南/西南,番禺,雅居乐,169.22,东,4室2厅2卫,5500
整租·星河山海湾 3室2厅 东北,南沙,南沙港,125.0,东,3室2厅1卫,3500
整租·越秀滨海隽城 3室2厅 南,南沙,金洲,120.0,南,3室2厅2卫,2800
整租·天诚广场 2室2厅 南,天河,天润路,100.0,南,2室2厅2卫,5800
整租·泰景花园东城华庭 3室2厅 南/北,黄埔,黄埔区府,99.0,南,3室2厅1卫,4500
整租·碧桂园豪园湖心苑 4室2厅 复式 东南,增城,增城碧桂园,245.0,东,4室2厅3卫,2200
整租·明月小区 3室1厅 南/北,越秀,五羊新城,72.0,南,3室1厅1卫,4500
整租·洲山大厦 1室1厅 东,番禺,钟村,100.0,东,1室1厅0卫,3000
整租·共和苑 2室1厅 南/北,越秀,杨箕,57.0,南,2室1厅1卫,3400
整租·南沙金茂湾 4室2厅 南/北,南沙,明珠湾,170.0,南,4室2厅3卫,5700
整租·尚河居 1室1厅 南,天河,天河南,30.0,南,1室1厅1卫,2600
整租·碧桂园豪园荔湖苑 3室2厅 北,增城,增城碧桂园,96.0,北,3室2厅1卫,1500
整租·星河湾赏心园 4室2厅 南/北,番禺,星河湾,205.0,南,4室2厅3卫,9000
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,103.82,南,3室2厅2卫,1450
整租·远洋天骄 1室0厅 东南,天河,天河客运站,12.0,东,1室0厅0卫,650
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
整租·南沙万达广场 1室0厅 南/北,南沙,金洲,50.0,南,1室0厅1卫,1700
整租·叠溪花园 3室2厅 南,增城,朱村,89.0,南,3室2厅1卫,1200
整租·龙岗路 5室1厅 东南,天河,沙河,101.78,东,5室1厅1卫,3000
整租·创基丽江国际 4室2厅 东南,增城,增城区府,186.8,东,4室2厅2卫,3800
整租·南沙金茂湾 1室1厅 东南,南沙,明珠湾,40.0,东,1室1厅1卫,1700
整租·中惠璧珑湾 4室2厅 南,南沙,南沙区府,143.0,南,4室2厅2卫,3300
整租·雅居乐剑桥汇 4室2厅 南/北,番禺,雅居乐,285.0,南,4室2厅4卫,7000
整租·华骏花园 3室2厅 西,天河,珠江新城东,153.0,西,3室2厅1卫,10000
整租·远洋天骄广场 1室1厅 东南,天河,天河客运站,46.0,东,1室1厅1卫,2500
整租·桃花路 4室3厅 复式 南,番禺,莲花山,205.67,南,4室3厅2卫,2400
整租·建设二马路 2室1厅 南,越秀,建设路,67.0,南,2室1厅1卫,3500
整租·领江壹号 1室0厅 南,海珠,客村,25.54,南,1室0厅0卫,1600
整租·小北路 2室1厅 南,越秀,小北,50.0,南,2室1厅1卫,3200
整租·广州敏捷绿湖首府 3室2厅 东北,增城,石滩镇,105.0,东,3室2厅2卫,1220
整租·方圆流花月岛 1室0厅 西,越秀,人民北,17.18,西,1室0厅0卫,4600
整租·保利中航城花园一期 3室2厅 南,增城,朱村,92.0,南,3室2厅2卫,3500
整租·锦绣银湾 1室0厅 南/北,番禺,大石,12.0,南,1室0厅0卫,850
整租·保利立方花园 4室1厅 跃层 南,增城,永宁,95.0,南,4室1厅2卫,2100
整租·奥园城市天地 1室0厅 东,番禺,汉溪长隆,35.34,东,1室0厅0卫,450
整租·顺欣花园 3室1厅 南,增城,新塘北,89.0,南,3室1厅2卫,2700
整租·凯德山海连城一期 3室2厅 南,番禺,莲花山,124.35,南,3室2厅2卫,4000
整租·景业荔都 3室2厅 北,从化,江埔街,99.0,北,3室2厅1卫,950
整租·中交蓝色海湾 4室2厅 南/北,南沙,南沙港,135.0,南,4室2厅2卫,3500
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
整租·南沙万达广场 1室0厅 南/北,南沙,金洲,50.0,南,1室0厅1卫,1700
整租·叠溪花园 3室2厅 南,增城,朱村,89.0,南,3室2厅1卫,1200
整租·龙岗路 5室1厅 东南,天河,沙河,101.78,东,5室1厅1卫,3000
整租·创基丽江国际 4室2厅 东南,增城,增城区府,186.8,东,4室2厅2卫,3800
整租·南沙金茂湾 1室1厅 东南,南沙,明珠湾,40.0,东,1室1厅1卫,1700
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
整租·南沙万达广场 1室0厅 南/北,南沙,金洲,50.0,南,1室0厅1卫,1700
整租·叠溪花园 3室2厅 南,增城,朱村,89.0,南,3室2厅1卫,1200
整租·站前路(荔湾) 2室1厅 北,荔湾,流花站前,45.0,北,2室1厅1卫,2000
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,48.0,南,1室1厅1卫,1600
整租·星河东悦湾 3室1厅 东北,南沙,黄阁,89.0,东,3室1厅2卫,3500
整租·水荫路34号大院 2室1厅 南,越秀,水荫,67.0,南,2室1厅1卫,5000
整租·美林海岸 5室2厅 南,天河,员村,268.0,南,5室2厅2卫,8500
整租·星汇城 4室2厅 东南,黄埔,知识城,104.0,东,4室2厅2卫,3500
整租·合景睿峰L7 1室0厅 东,天河,珠江新城东,15.0,东,1室0厅0卫,1000
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,48.0,南,1室1厅1卫,1593
整租·亚运城运动员村四区 3室2厅 南,番禺,亚运城,138.0,南,3室2厅2卫,4100
整租·花语阳光花园 3室2厅 东南,南沙,明珠湾,120.0,东,3室2厅2卫,2400
整租·保利香雪山别墅 6室3厅 复式 南/北,黄埔,科学城,280.0,南,6室3厅6卫,23000
整租·仓边路 1室1厅 东,越秀,农讲所,60.0,东,1室1厅1卫,3500
整租·东兴楼 2室1厅 南,天河,东圃,50.0,南,2室1厅1卫,1600
整租·天健天玺 6室3厅 南,黄埔,长岭居,350.0,南,6室3厅3卫,12000
整租·建设二马路 2室1厅 南/北,越秀,建设路,78.7,南,2室1厅1卫,2800
整租·嘉裕公馆 3室2厅 西,天河,珠江新城中,152.85,西,3室2厅1卫,18000
整租·东风东路 3室1厅 东南,越秀,环市东,70.0,东,3室1厅1卫,4500
整租·广州敏捷绿湖首府 3室2厅 南,增城,石滩镇,105.77,南,3室2厅2卫,1600
整租·光大花园榕景四季 1室0厅 北,海珠,工业大道北,12.0,北,1室0厅0卫,1500
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
合租·云景花园云桂苑 3居室 东卧,白云,京溪,14.0,东,3室1厅1卫,1816
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
合租·岭南新世界 3居室 西卧,白云,嘉禾望岗,8.65,西,3室1厅1卫,1459
合租·帝景苑 4居室 南卧,天河,龙口西,12.0,南,4室1厅2卫,2824
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
合租·德荣小区 4居室 北卧,天河,龙口西,8.2,北,4室1厅1卫,1487
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
合租·骏景花园 3居室 北卧,天河,棠下,9.5,北,3室1厅1卫,1487
合租·东方名都花园 4居室 东卧,增城,白江,8.4,东,4室1厅1卫,934
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
合租·会展世界城 4居室 北卧,海珠,琶洲东,13.63,北,4室2厅2卫,2089
合租·富力现代广场 4居室 西卧,海珠,工业大道北,14.1,西,4室1厅2卫,1879
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
合租·云裳丽影 4居室 西南卧,白云,同和,7.0,西,4室1厅2卫,1249
合租·富力御龙庭 4居室 南卧,越秀,淘金,7.58,南,4室1厅2卫,1711
合租·碧海湾 5居室 南卧,天河,珠江新城西,22.63,南,5室1厅2卫,3139
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
合租·文冲新村四期 4居室 南卧,黄埔,文冲,14.1,南,4室1厅2卫,1965
整租·南沙万达广场 1室0厅 南/北,南沙,金洲,50.0,南,1室0厅1卫,1700
合租·文冲新村四期 4居室 北卧,黄埔,文冲,8.3,北,4室1厅2卫,1249
title,area,detailplace,square,position,roomtype,price
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
整租·南沙万达广场 1室0厅 南/北,南沙,金洲,50.0,南,1室0厅1卫,1700
整租·叠溪花园 3室2厅 南,增城,朱村,89.0,南,3室2厅1卫,1200
整租·龙岗路 5室1厅 东南,天河,沙河,101.78,东,5室1厅1卫,3000
整租·创基丽江国际 4室2厅 东南,增城,增城区府,186.8,东,4室2厅2卫,3800
整租·南沙金茂湾 1室1厅 东南,南沙,明珠湾,40.0,东,1室1厅1卫,1700
合租·新世界东逸花园 4居室 北卧,天河,天河公园,11.6,北,4室1厅2卫,2929
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
合租·中怡城市花园 3居室 南卧,天河,林和,21.3,南,3室1厅2卫,2898
合租·保利心语 4居室 北卧,天河,珠江新城中,15.8,北,4室1厅2卫,2990
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
合租·第二金碧花园 3居室 西卧,海珠,金碧,8.43,西,3室1厅1卫,1711
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
合租·第二金碧花园 4居室 南卧,海珠,金碧,5.8,南,4室1厅1卫,1081
合租·黄埔中央城 4居室 南卧,黄埔,香雪,14.0,南,4室1厅2卫,1984
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
合租·品秀星樾 4居室 北卧,黄埔,香雪,14.04,北,4室1厅2卫,1459
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
合租·洛涛南区 4居室 东北卧,番禺,洛溪,13.3,东,4室1厅1卫,1428
合租·骏景花园 4居室 南卧,天河,棠下,21.6,南,4室1厅2卫,2299
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
合租·小新塘大未来 5居室 南卧,天河,智慧城,8.0,南,5室1厅2卫,1501
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
合租·萝岗和苑 5居室 北卧,黄埔,科学城,6.6,北,5室1厅2卫,1113
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
合租·洛湖居 4居室 北卧,番禺,洛溪,7.4,北,4室1厅1卫,1081
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
合租·纵横公寓 4居室 北卧,海珠,赤岗,15.0,北,4室1厅2卫,2971
合租·星汇湾花园 2居室 南卧,海珠,工业大道中,16.1,南,2室1厅2卫,2761
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
整租·中怡城市花园 3室2厅 南,天河,林和,128.0,南,3室2厅1卫,9500
整租·碧桂园凤凰城凤晴苑 3室2厅 北,增城,凤凰城,117.0,北,3室2厅2卫,2200
整租·中交蓝色海湾 4室2厅 东南,南沙,南沙港,122.0,东,4室2厅2卫,3500
整租·时代倾城(中新镇) 3室1厅 南,增城,中新镇,101.47,南,3室1厅2卫,2000
整租·越秀和樾府一期 4室2厅 南,番禺,汉溪长隆,130.0,南,4室2厅2卫,11000
整租·嘉御豪庭 3室2厅 东北,增城,石滩镇,98.0,东,3室2厅1卫,1300
整租·羊城花园 2室1厅 南,天河,东圃,42.0,南,2室1厅1卫,2700
整租·岭南新世界 1室0厅 北,白云,嘉禾望岗,12.0,北,1室0厅0卫,1000
整租·海滨花园 3室2厅 西南,番禺,洛溪,89.3,西,3室2厅1卫,3200
整租·星河湾半岛三号园 4室2厅 错层 东南,番禺,厦滘,317.23,东,4室2厅4卫,34800
合租·云景花园云桂苑 3居室 东卧,白云,京溪,14.0,东,3室1厅1卫,1816
整租·岭南新世界 1室0厅 南,白云,嘉禾望岗,12.0,南,1室0厅0卫,1000
合租·岭南新世界 3居室 西卧,白云,嘉禾望岗,8.65,西,3室1厅1卫,1459
整租·富图花园 7室1厅 复式 东南,番禺,市桥,482.5,东,7室1厅5卫,16000
合租·帝景苑 4居室 南卧,天河,龙口西,12.0,南,4室1厅2卫,2824
整租·建业大厦 5室2厅 复式 东南,番禺,市桥,153.0,东,5室2厅2卫,4500
整租·中交国际邮轮广场 2室2厅 东,南沙,南沙港,108.0,东,2室2厅2卫,4300
合租·德荣小区 4居室 北卧,天河,龙口西,8.2,北,4室1厅1卫,1487
整租·侨建Hi·City 2室1厅 西,海珠,南洲,56.18,西,2室1厅2卫,6000
整租·影城花园 1室0厅 南,海珠,客村,14.0,南,1室0厅0卫,800
整租·南沙万达广场 1室0厅 南/北,南沙,金洲,50.0,南,1室0厅1卫,1700
合租·骏景花园 3居室 北卧,天河,棠下,9.5,北,3室1厅1卫,1487
合租·东方名都花园 4居室 东卧,增城,白江,8.4,东,4室1厅1卫,934
整租·叠溪花园 3室2厅 南,增城,朱村,89.0,南,3室2厅1卫,1200
整租·龙岗路 5室1厅 东南,天河,沙河,101.78,东,5室1厅1卫,3000
整租·创基丽江国际 4室2厅 东南,增城,增城区府,186.8,东,4室2厅2卫,3800
整租·南沙金茂湾 1室1厅 东南,南沙,明珠湾,40.0,东,1室1厅1卫,1700
整租·中惠璧珑湾 4室2厅 南,南沙,南沙区府,143.0,南,4室2厅2卫,3300
整租·海印又一城海印星玥 3室2厅 西南,番禺,万博,98.0,西,3室2厅1卫,5600
合租·会展世界城 4居室 北卧,海珠,琶洲东,13.63,北,4室2厅2卫,2089
整租·站前路(荔湾) 2室1厅 北,荔湾,流花站前,45.0,北,2室1厅1卫,2000
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,48.0,南,1室1厅1卫,1600
整租·星河东悦湾 3室1厅 东北,南沙,黄阁,89.0,东,3室1厅2卫,3500
整租·水荫路34号大院 2室1厅 南,越秀,水荫,67.0,南,2室1厅1卫,5000
整租·美林海岸 5室2厅 南,天河,员村,268.0,南,5室2厅2卫,8500
整租·星汇城 4室2厅 东南,黄埔,知识城,104.0,东,4室2厅2卫,3500
整租·合景睿峰L7 1室0厅 东,天河,珠江新城东,15.0,东,1室0厅0卫,1000
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,48.0,南,1室1厅1卫,1593
整租·亚运城运动员村四区 3室2厅 南,番禺,亚运城,138.0,南,3室2厅2卫,4100
整租·花语阳光花园 3室2厅 东南,南沙,明珠湾,120.0,东,3室2厅2卫,2400
整租·保利香雪山别墅 6室3厅 复式 南/北,黄埔,科学城,280.0,南,6室3厅6卫,23000
整租·仓边路 1室1厅 东,越秀,农讲所,60.0,东,1室1厅1卫,3500
整租·东兴楼 2室1厅 南,天河,东圃,50.0,南,2室1厅1卫,1600
整租·天健天玺 6室3厅 南,黄埔,长岭居,350.0,南,6室3厅3卫,12000
整租·建设二马路 2室1厅 南/北,越秀,建设路,78.7,南,2室1厅1卫,2800
整租·嘉裕公馆 3室2厅 西,天河,珠江新城中,152.85,西,3室2厅1卫,18000
整租·东风东路 3室1厅 东南,越秀,环市东,70.0,东,3室1厅1卫,4500
合租·辉洋苑 3居室 东卧,荔湾,黄沙,14.4,东,3室1厅1卫,1558
整租·紫茗花园 3室2厅 东,南沙,进港大道,107.0,东,3室2厅1卫,1450
整租·星河山海湾 4室2厅 南/北,南沙,南沙港,112.0,南,4室2厅2卫,3200
整租·逸翠庄园 5室2厅 复式 北,增城,荔城西区,279.0,北,5室2厅4卫,4000
整租·岳洲路 2室1厅 东,天河,五山,65.0,东,2室1厅1卫,2000
合租·岭南新世界 4居室 北卧,白云,嘉禾望岗,9.03,北,4室1厅2卫,1249
整租·敏捷御峰国际 2室2厅 南,番禺,会江,58.8,南,2室2厅2卫,3690
合租·金域蓝湾 5居室 东卧,白云,金沙洲,7.24,东,5室1厅2卫,1008
合租·怡乐园(番禺) 5居室 北卧,番禺,市桥,11.07,北,5室1厅2卫,1113
整租·佳兆业悦江府 3室2厅 东南,南沙,明珠湾,100.0,东,3室2厅2卫,2300
整租·雅居乐花园时光九篇 4室2厅 东南/西南,番禺,雅居乐,169.22,东,4室2厅2卫,5500
合租·南国奥园 4居室 北卧,番禺,汉溪长隆,14.2,北,4室1厅2卫,1921
合租·中海康城 4居室 北卧,天河,黄村,13.0,北,4室1厅1卫,1638
合租·新世界逸彩庭园 4居室 东卧,荔湾,滘口,6.46,东,4室1厅2卫,1081
合租·新世界逸彩庭园 4居室 南卧,荔湾,滘口,12.1,南,4室1厅1卫,1396
整租·星河山海湾 3室2厅 东北,南沙,南沙港,125.0,东,3室2厅1卫,3500
整租·越秀滨海隽城 3室2厅 南,南沙,金洲,120.0,南,3室2厅2卫,2800
整租·天诚广场 2室2厅 南,天河,天润路,100.0,南,2室2厅2卫,5800
合租·暨南花园 4居室 北卧,天河,石牌,11.1,北,4室1厅2卫,2236
整租·泰景花园东城华庭 3室2厅 南/北,黄埔,黄埔区府,99.0,南,3室2厅1卫,4500
合租·怡乐园(番禺) 5居室 东卧,番禺,市桥,16.71,东,5室1厅2卫,1186
整租·碧桂园豪园湖心苑 4室2厅 复式 东南,增城,增城碧桂园,245.0,东,4室2厅3卫,2200
整租·明月小区 3室1厅 南/北,越秀,五羊新城,72.0,南,3室1厅1卫,4500
整租·洲山大厦 1室1厅 东,番禺,钟村,100.0,东,1室1厅0卫,3000
合租·先烈中路81号大院 5居室 南卧,越秀,黄花岗,19.21,南,5室1厅2卫,2058
整租·共和苑 2室1厅 南/北,越秀,杨箕,57.0,南,2室1厅1卫,3400
合租·奥园香雪华府 4居室 南卧,黄埔,香雪,12.0,南,4室1厅2卫,1606
合租·翠湖山庄 4居室 北卧,天河,天河公园,7.44,北,4室1厅2卫,1564
整租·南沙金茂湾 4室2厅 南/北,南沙,明珠湾,170.0,南,4室2厅3卫,5700
合租·光大花园榕岸 4居室 东卧,海珠,工业大道北,9.0,东,4室1厅2卫,1501
整租·紫茗花园 3室2厅 东,南沙,进港大道,107.0,东,3室2厅1卫,1450
整租·星河山海湾 4室2厅 南/北,南沙,南沙港,112.0,南,4室2厅2卫,3200
整租·逸翠庄园 5室2厅 复式 北,增城,荔城西区,279.0,北,5室2厅4卫,4000
整租·岳洲路 2室1厅 东,天河,五山,65.0,东,2室1厅1卫,2000
整租·敏捷御峰国际 2室2厅 南,番禺,会江,58.8,南,2室2厅2卫,3690
整租·佳兆业悦江府 3室2厅 东南,南沙,明珠湾,100.0,东,3室2厅2卫,2300
整租·雅居乐花园时光九篇 4室2厅 东南/西南,番禺,雅居乐,169.22,东,4室2厅2卫,5500
整租·星河山海湾 3室2厅 东北,南沙,南沙港,125.0,东,3室2厅1卫,3500
整租·越秀滨海隽城 3室2厅 南,南沙,金洲,120.0,南,3室2厅2卫,2800
